ID,Name,Industry,Description,Year Founded,Employees,State,City,Metro Area,Total Revenue,Total Expense,Total Profit
793,Loosepause,Financial Services,"Provides mortgage quality control, RMBS class action litigation re-underwriting, and expert witness support services. It has underwritten tens of thousands of mortgage loans, totaling billions of dollars, for defense litigation.",2006,85,FL,Sunrise,Miami,12134937.82,6361090.01,5773847.81
794,Teenagean,Software,"A software consulting company that builds custom apps for clients. Its core capabilities include building applications on mobile, Web and TV platforms using open source software developed in-house.",2012,19,IL,Elgin,Chicago,8988228.81,6693665.77,2294563.04
795,Pendulumfriction,Environmental Services,"Provides waste transportation and disposal services such as 24-hour spill response, safety training and creation of environmental products.",2011,108,OK,Oklahoma City,"Oklahoma City, OK",13011609.48,3091321.72,9920287.76
796,Dragonnode,IT Services,Provides technology services to government and commercial clients.,2013,144,VA,Falls Church,"Washington, DC",11536945.97,6643359.54,4893586.42
797,Australisbetter,Health,"A staffing company that provides clinical information assistants (scribes"") to health care organizations as a low-cost way to boost clinical efficiency and profitability while improving patient care.""",2010,1600,CA,El Segundo,Los Angeles,13884953.94,3629475.56,10255478.38
798,Profilecliche,Construction,"A facilities management company performing repair, roll-out and construction services throughout the U.S. and Canada, using more than 10,000 technicians.",2000,125,NY,Melville,New York City,11746506.04,4445156.66,7301349.38
799,Indonesianheliopause,Health,"Optimizes healthcare performance and revenue through a mobile platform used by over 25,000 physicans.",2013,120,GA,atlanta,Atlanta,10958223.01,8895774.67,2062448.34
800,Roastjittery,Advertising & Marketing,"A low-cost direct mail, printing and graphic design company for small businesses nationwide.",2013,36,FL,Tampa,Tampa,11402004.9,5359281.16,6042723.74
801,Abaftpractised,Software,"A software company that provides a full-featured, on-demand call center software product in a SaaS model.",2012,533,CA,San Ramon,San Francisco,10158077.98,5723737.69,4434340.29
802,Soulfulantigravity,Retail,Sells guns and ammunition and provides gunsmithing services from two locations in California.,2012,60,CA,Ontario,"Riverside-San Bernardino-Ontario, CA",14414390.34,6071458.71,8342931.62
803,Toolsavagery,Retail,"Provides authentic pre-owned luxury goods such as designer handbags, clothing and accessories from top-name designers including Chanel, Louis Vuitton and Gucci.",2007,10,FL,Tampa,Tampa,11233592.58,5607995.77,5625596.81
804,Bittenwheat,Energy,"Provides customized training curriculum, new technology implementations and collaborative learning methods in the utility and energy industry.",2012,221,WA,Renton,Seattle,11522749.64,9712293.78,1810455.86
805,Charmdrone,Business Products & Services,A commercial cleaning company that offeres janitorial services through an expanding network of franchises.,2007,300,SC,Daniel Island,"Charleston-North Charleston, SC",8827126.03,13368572.47,-4541446.45
806,Magmarejoice,Health,"An integrated pharmacy model that offers traditional prescriptions along with customized compounded medications and specialty pharmacy services. It has served over 45,000 patients, including patients with complex medical conditions such as HIV/AIDS, Hepatitis C and infertility.",2012,60,ME,Portland,"Portland-South Portland-Biddeford, ME",9459371.89,13837659.72,-4378287.83
807,Fermiumdessicants,Business Products & Services,"Provides business intelligence consulting services, along with CFO services, enterprise application optimization, IT management and regulatory compliance and risk management.",2009,154,GA,Atlanta,Atlanta,9872124.59,6411606.91,3460517.67
808,Dessertsmugger,Software,"A mobile application lifecycle management company that produces mobile application development and testing, quality assurance testing and ERP testing services.",2013,89,CA,Santa Clara,San Jose,9862533.54,2649297.66,7213235.87
809,Bloodhoundthin,Government Services,"Offers software and system development, information and data systems maintenance and IT outsourcing to the earth science and aerospace industries.",2000,120,MD,Greenbelt,"Washington, DC",17362780.1,3757005.19,13605774.91
810,Waggerhooves,IT Services,Provides full-service IT and business consulting services with a specialization in business intelligence. Customers include ADT Security Services and Cox Communications.,2009,39,FL,Tampa,Tampa,10445882.6,5870917.78,4574964.83
811,Ganymedeunique,Business Products & Services,"A WBE-certified leadership consulting firm that focuses on pioneering inventive consulting, workforce planning and talent acquisition services for specialty pharmacies, retail chains and manufacturing clients.",2011,15,FL,Sanford,"Orlando, FL",7985055.42,2029963.63,5955091.79
812,Elongationmanagerial,Energy,"An accredited and approved ESCO that helps solve energy, water and facility problems for clients in a wide range of industries including municipalities, colleges & universities and healthcare.",2012,27,NY,Buffalo,"Buffalo-Niagara Falls, NY",12226997.7,3912712.03,8314285.67
813,Lotwee,Environmental Services,"Specializes in commercial landscape management for home owners associations, property owners associations and retirement communities, using a customized horticulture program to maximize irrigation system efficiency.",2012,50,FL,Clearwater,Tampa,9949925.9,7909241.99,2040683.9
814,Miaowgrinder,Construction,"Provides complete civil construction services, including abatement and remediation, sports fields and vertical construction.",2000,176,NY,Niagara Falls,"Buffalo-Niagara Falls, NY",9420811.1,6351760.51,3069050.59
815,Fablescraper,IT Services,"A business advisory center specializing in network convergence, VoIP telephony and virtualization.",2009,12,MI,Kentwood,"Grand Rapids-Wyoming, MI",13128476.99,8455989.93,4672487.06
816,Lardassare,Financial Services,Supplies a wide range of customized financial documents and accessories through an e-commerce site.,2012,88,IL,Bridgeview,Chicago,10795198.33,614603.08,10180595.24
817,Numericpigeon,Business Products & Services,"Provides yield management services for subscriber-based businesses. It receives data from clients weekly and responds to it by providing recommended pricing and other actions, using A/B testing to validate that results are consistent with prediction.",2004,23,GA,Atlanta,Atlanta,14758967.76,3755975.97,11002991.79
818,Createblender,Business Products & Services,"Develops customized cleaning plans tailored to individual business needs, including scheduling needs and special cleaning needs.",2011,200,NY,NEW YORK,New York City,11901591.27,7090191.01,4811400.25
819,Beltssneering,Education,"A speech-language pathology center that provides educators, parents/caregivers and other professionals with therapeutic services for preschool and school-age children.",2005,62,NY,New York,New York City,11089451.94,8455284.53,2634167.41
820,Karatedistance,Logistics & Transportation,"Provides moving and storage services for families, businesses and military relocations. Anchor also works with hospitals and educational institutions to install and decommission new and old furniture.",2014,49,NJ,Moorestown,Philadelphia,10294622.38,6151303.01,4143319.37
821,Footshy,Government Services,Provides physical and facility security services to the federal government. It currently protects the assets and employees of numerous federal complexes and high-visibility locations across the country.,2012,1224,OH,Columbus,"Columbus, OH",6849194.18,1389239.02,5459955.15
822,Bonfirefailing,IT Services,"Engineers and installs Wi-Fi, data and video/TV networks and provides related support services.",2011,44,NY,Latham,"Albany-Schenectady-Troy, NY",15387533.14,4221905.62,11165627.53
823,Openstrustee,Financial Services,"Provides equipment financing for small to medium-sized businesses, especially for transportation equipment such as trucks and trailers.",2011,25,TX,Carrollton,Dallas,14233755.87,8851617.47,5382138.4
824,Bevvyvanadium,Human Resources,An executive search firm that provides executive search services worldwide to a variety of industries.,2011,15,NJ,Englewood Cliffs,New York City,8748308.51,853550.27,7894758.24
825,Launchbiggest,IT Services,"Provides IT services, including network engineering, business & technology management consulting, help desk support, application development and hosted cloud services.",2014,29,MO,St. Louis,"St. Louis, MO-IL",11043245.31,4583468.18,6459777.13
826,Scornsomalian,Software,"Develops all-in-one sales and marketing software used by small businesses to convert more leads, increase sales and save time.",2013,442,AZ,Chandler,,11641146.76,2690119.76,8951027
827,Cyclasesvg,Logistics & Transportation,"Provides custom, expedited freight services for time-sensitive delivery of high-security and perishable products. Offers warehousing, distribution, fulfillment, and temperature-controlled trucking of products such as pharmaceuticals, foods, and flowers and vegetation.",2013,48,IL,Elgin,Chicago,8624850.86,5326516.83,3298334.03
828,Witchesesteemed,Telecommunications,"Delivers Web-hosting for individuals and businesses, focusing on e-commerce, blogging and content management. It also provides data center colocation services. Nexcess.net owns and operates 2 datacenters in the US with operations throughout Europe and Asia.",2005,92,MI,Southfield,Detroit,10396367.25,8151559.28,2244807.97
829,Blueshiftcrispy,Health,A performance-based health management company that provides a platform that ties health behaviors to health insurance premiums to its clients.,2009,230,TX,Dallas,Dallas,12129193.66,9778495.32,2350698.35
830,Dishesbitten,Logistics & Transportation,"Provides third-party logistics and supply chain services to manufacturers, retailers and distributors throughout the U.S. and Canada.",2010,245,KY,Bowling Green,"Bowling Green, KY",3423686.85,2692292.72,731394.13
831,Twistedelephant,IT Services,"A Digital Marketing & IT resourcing provider that delivers access to highly specialized digital marketing and IT professionals in industries such as retail, media & advertising, and financial services.",2011,150,NY,New York,New York City,14596242.16,3328763.75,11267478.41
832,Blouseinsoluble,Business Products & Services,"Provides technology services, including hardware & systems engineering, software development & testing, IT systems support, cyber security, independent testing & evaluation and program support.",2010,125,MD,College Park,"Washington, DC",9825100.61,3913637.53,5911463.08
833,Whinchatdates,Health,"Provides strategic logisitc management services for hospital, health systems and healthcare networks.",2012,39,PA,Shillington,"Reading, PA",9570026.08,1317395.49,8252630.59
834,Kidsdoylt,Software,"Provides Oracle Modernization services, specializing in Oracle Fusion Middleware Developer Tools and WebLogic Server.",2013,15,MI,Troy,Detroit,11803302.36,2566809.01,9236493.35
835,Annoyinglyarabian,IT Services,"An IT managed services and consulting firm providing services to businesses, specializing in fully-managed IT services and 24/7 support and monitoring of IT infrastructure.",2012,28,TX,Plano,Houston,12209500.8,2077864.27,10131636.53
836,Ursastudying,Government Services,"A defense contractor that specializes in aircrew training, simulator maintenance, interactive courseware and software engineering services.",2009,661,OK,Oklahoma City,"Oklahoma City, OK",6014185.31,591388.47,5422796.84
837,Basemuddled,Insurance,"Provides individual and family health insurance plans, as well as Medicare Advantage, Medicare Supplement and dental plans.",2013,250,CT,Shelton,"Bridgeport-Stamford-Norwalk, CT",9858943.12,4812003.63,5046939.49
838,Hostileglove,Retail,Provides hunting and sport shooting equipment to customers through an online auction.,2012,19,GA,Kennesaw,Atlanta,10416011.28,5001707.5,5414303.78
839,Granolabooby,Logistics & Transportation,"Provides the process, information and delivery network to move medication from wholesalers to pharmacies to patients.",2010,60,NY,Farmingdale,New York City,8696231.65,10938072.06,-2241840.4
840,Thrushemillwright,Manufacturing,Manufactures custom fasteners and distributes a wide array of industrial bolting products primarily for at the energy industries.,2000,66,TX,Houston,Houston,13492310.51,2233231.85,11259078.66
841,Errantplastic,Software,Provides cloud-based intelligent sales automation software designed for fast-paced sales environments.,2013,138,CA,El Segundo,Los Angeles,7334402,8821037.38,-1486635.38
842,Studycanadian,Manufacturing,"Supports multiple lines of products including high purity components, valves and regulators.",2009,14,OR,Hillsboro,"Portland, OR",11167798.06,2972394.44,8195403.62
843,Ikeamongolian,Health,"Provides wellness incentive program consulting and administrative services regarding health insurance to businesses, individuals and health insurance providers.",2012,133,OH,Cleveland,Cleveland,8761749.75,5639922.73,3121827.02
844,Handgunheard,Retail,An online retailer specializing in aftermarket pickup truck and SUV accessories.,2011,67,ND,Jamestown,"Jamestown, ND",9352617.83,4749507.39,4603110.44
845,Ibexecheeks,Business Products & Services,"Offers IT staffing and per-project employees to help mid-size companies and major corporations with business process improvement, requirements management and program & project management services.",2010,65,PA,Fort Washington,Philadelphia,12251920.43,7021988.93,5229931.5
846,Trapexperts,Financial Services,"Processes credit card transactions for restaurants, retailers, gas stations, national chains, e-commerce and home-based businesses nationwide.",2011,330,PA,Allentown,"Allentown-Bethlehem-Easton, PA-NJ",8831739.46,4375214.32,4456525.14
847,Muttonmint,Consumer Products & Services,An entertainment complex that provides competitive golfing games for individuals and groups of all ages and skill levels. Its golf balls contain computer microships that track each shot's accurace and distance and the upscale facilities offer a wide range of food and beverages.,2011,2146,TX,Dallas,Dallas,12352891.96,7746486.02,4606405.94
848,Sternlinguistic,Security,"A security integration firm that provides video surveillance, access control, intrusion detection, security consulting services, IT security, structured cabling, and employee background screening for banks, hospitals, casinos, local and federal government, churches, schools, and manufacturers.",2011,28,OK,Oklahoma City,"Oklahoma City, OK",9490265.66,2825142.91,6665122.75
849,Currymercurial,IT Services,"Provides permanent, temporary, and contract staffing services for IT positions.",2010,10,FL,Tampa,Tampa,13226581.05,4119162.39,9107418.65
850,Totallyzonked,IT Services,An IT provider that offers software application development and systems integration services.,2013,53,CA,Santa Clara,San Jose,9214616.65,8056011.36,1158605.3
851,Voleworry,Advertising & Marketing,"Provides search engine optimization, search engine marketing and online display advertising to a broad range of clients nationwide, from Global 500 organizations to earlier-stage technology companies.",2013,30,WA,Seattle,Seattle,13437138.77,4159888.06,9277250.71
852,Practisemax,Government Services,"Provides management and technology support services to the military and some commercial organizations. Zenetex's services include IT management, engineering, integrated logistics, program management, training systems and foreign military sales.",2001,441,VA,Herndon,"Washington, DC",12546432.88,5315266.13,7231166.75
853,Slicerseptum,IT Services,"Advises, designs, builds and manages data services, analytics and applications for clients involved in financial services, communications, health care, retail and energy industries.",2014,169,IL,Chicago,Chicago,11330728.56,5743908.96,5586819.59
854,Librationmelba,IT Services,Provides end-to-end service design and deployment for small and mid-sized businesses in Wisconsin.,2010,20,WI,Madison,"Madison, WI",11250578.92,7237236.85,4013342.08
855,Placehospitable,Retail,Sells and installs aftermarket performance parts and operates a diesel performance e-commerce site. Alligator Performance's sales personnel are all technicians who drive and modify the same trucks their customers own.,2012,23,ID,Coeur d Alene,"Coeur d'Alene, ID",14666089.7,2265776.44,12400313.26
856,Gelatinmonths,Logistics & Transportation,"A third party logistics company with a vast network of carriers that arranges transport via truck and train. It arranges transport for more than 4,000 loads per day, including dry, refrigerated and flatbed shipments.",2014,1257,IL,Chicago,Chicago,8980763.3,4490881.65,4489881.65
857,Drunkactually,Education,"Provides assessment, intervention and education improvement services to K-12 schools. Publishes the SCORE21 assessment builder for teachers.",2014,43,SC,Charleston,"Charleston-North Charleston, SC",9027679.78,4954456.31,4073223.48
858,Subtletymosaic,Advertising & Marketing,Creates engaging interactive content both in business development and consumer communication.,2013,24,IL,Chicago,Chicago,10607084.36,5542659.16,5064425.2
859,Arabianagena,Retail,"A franchisor of dozens of retail boutiques across the country that sell women's clothing, accessories and giftware.",2013,195,MN,Minneapolis,Minneapolis,14819758.2,5937365.85,8882392.35
860,Costvicious,Energy,"Offers a wide range of products and services in the hydrocarbon industry including jet pumps, hydraulic rod pumps, triplex pumps, separators, equipment packaging and pump maintenance.",2011,16,TX,Conroe,Houston,12072724.42,4979674.54,7093049.88
861,Admitruppell,Retail,An outdoor and adventure retailer that sells a wide selection of collectible and specialty knives online as well as self-defense products such as pepper spray and Tasers.,2010,47,UT,Lehi,"Provo-Orem, UT",12033733.43,1836085.69,10197647.74
862,Nerfheardercanapes,Engineering,"An engineering firm specializing in OSHA compliance and the control of hazardous energy. ESC enables compliance for confined space, arc flash and machine guarding, as well as preventive maintenance and pipe marking.",2013,35,WI,Franklin,"Milwaukee-Waukesha-West Allis, WI",12208126.54,4617057.62,7591068.92
863,Theirordered,Advertising & Marketing,Offers website design and Internet marketing for law firms and attorneys.,2013,136,CA,Valencia,Los Angeles,11530669.6,7292503.03,4238166.57
864,Lucrepickled,IT Services,"Specializes in IT staffing for small, mid-size and large clients all over the US with a focus in the Virginia area. Services include contract, contract-to-hire and direct hire for the legal, technology and insurance industries.",2004,45,VA,Glen Allen,"Richmond, VA",9400346.31,4076184.67,5324161.64
865,Shadefronted,Logistics & Transportation,"Facilitates international e-commerce transactions by providing mail and package forwarding and multiple-purchase consolidation services for more than 3,500 businesses globally.",2013,60,FL,St. Petersburg,Tampa,14511634.57,1654643.58,12856990.99
866,Factsworldcup,Business Products & Services,Provides attorneys and insurance companies in the Midwest with efficient record procurement services.,2007,52,MI,Grand Rapids,"Grand Rapids-Wyoming, MI",10221686.39,1988640.55,8233045.85
867,Marchedsausage,IT Services,Provides technical SAP consulting and cost-effective application management services to mid-market companies as well as major corporations.,2010,50,CO,Denver,Denver,11846240.61,4531754.01,7314486.6
868,Glandminer,IT Services,"An IT Services company focusing on open source application development and big data analytics services. Services include advanced programming, mobile application and computing services.",2011,55,CA,Santa Clara,San Jose,9521525.23,2899241.1,6622284.13
869,Queryinghovers,Advertising & Marketing,"A digital marketing service for the automotive niche, including dealerships and OEMs.",2012,17,NJ,Edgewater,New York City,16101729.32,3262004.92,12839724.4
870,Tausnash,Construction,"Residential roofing contractor that installs roofing systems, specializing in tile roofs, flat roofs and metal roofs for local and national home builders, and roof replacements and roof repairs on existing homes.",2009,95,FL,Sarasota,"Sarasota-Bradenton-Venice, FL",8697079.42,6069903.91,2627175.52
871,Crushingguatemalan,Food & Beverage,"Provides beef from 100% grass-fed cows to retail grocers, mass merchants and restaurants.",2011,9,MN,Cannon Falls,Minneapolis,8457512.72,6049695,2407817.72
872,Enterwaist,IT Services,"An IT recruiting and consulting services company that provides niche skill recruiting, strategic and project-based staffing, contract-to-hire and direct hire opportunities.",2010,126,WA,Bellevue,,9261775.88,7390674.42,1871101.45
873,Goblaces,Business Products & Services,"A global supply chain management company that offers a number of international supply services such as warehouse space, shipping partners and customs document support.",2013,30,CA,Baldwin Park,Los Angeles,8798616.42,6768078.53,2030537.9
874,Cutranked,Telecommunications,"Specializes in providing refurbished communications network infrastructure equipment for customers selling, buying or trading wireless or wired networking hardware.",2010,21,CA,Santa Barbara,"Santa Barbara-Santa Maria-Goleta, CA",10498710.93,6115816.45,4382894.48
875,Wingfluther,Media,"A digital media agency offering a dynamic array of services such as digital and mobile lead generation, education-specific lead generation and social influence marketing.",2011,40,FL,Clearwater,Tampa,14033562.01,9687232.44,4346329.57
876,Formulasfunnels,Security,"Provides cybercrime protection and intelligence services that reduce the risk of phishing, malware and other cyber attacks. It offers a fixed-price subscription model and partners with businesses to decrease attacks, reduce online fraud and prevent the loss of customer trust.",2006,31,SC,Charleston,"Charleston-North Charleston, SC",9154334.68,5289943.34,3864391.33
877,Crunchabout,Government Services,"Specializes in training and simulation, with an emphasis on visual engineering training for the military.",2010,100,FL,Orlando,"Orlando, FL",6793886.42,3496406.22,3297480.2
878,Grippingstirring,Construction,"A commercial, residential and public underground utility company that has been run by three generations of the same family since its founding. It provides water, sewer and storm utilities for projects such as new residential developments, public utility installations and larg- site utility construction.",2012,120,TX,Mansfield,Dallas,5223795.5,5723260.27,-499464.77
879,Congolesegossip,Software,A design and development firm that helps entrepreneurs launch Web and mobile products.,2000,25,IN,Indianapolis,"Indianapolis, IN",11758916.91,14210728.84,-2451811.93
880,Onlytilted,Security,A critical asset protection service that provides an information portfolio and network security services to businesses.,2005,66,CO,Greenwood Village,Denver,16159251.75,6248875.11,9910376.64
881,Graphicchlorine,Advertising & Marketing,Provides analytics-based online marketing services to the retail automotive industry using its own platform.,2003,67,MD,Derwood,"Washington, DC",10790045.15,8069768.04,2720277.11
882,Scullianpinwheel,Government Services,"Offers intelligence and operations support, linguistic and analytical services to the US Government.",2011,760,MD,Bethesda,"Washington, DC",18939262.42,4530293.65,14408968.76
883,Cranegreatest,Business Products & Services,"Leases point of sale, ATM, and point of service systems to vendors.",2011,5,WA,Vancouver,"Portland, OR",9097408.95,11296087.54,-2198678.59
884,Skillscurve,Logistics & Transportation,A third-party logistics company specializing in matching empty import containers with compatible export loads at selected ports.,2010,24,NC,Wilmington,"Wilmington, NC",12952888.39,7447843.55,5505044.84
885,Measuresflipping,Financial Services,Develops next-generation financial products for under-served consumers using a technology and analytics platform to bridge the gap between payday loans and credit cards.,2009,430,TX,Fort Worth,Dallas,11859715.88,9371456.12,2488259.76
886,Greaseperform,Engineering,"Provides consulting and engineering services for the design of all HVAC, electrical, plumbing, sprinkler and life safety systems for commercial, industrial, retail, institutional, health care and residential facilities.",2013,42,IL,South Barrington,Chicago,14142458.82,6727637.09,7414821.73
887,Ridglingshod,Health,"A biotechnology company that uses proprietary technology to stabilize and protect biological materials at room temperature without degradation. Its products are used by researchers in academia, pharmaceutical drug development and molecular diagnostics.",2011,23,CA,San Diego,San Diego,11286731.73,7876315.29,3410416.45
888,Initialhorseman,Food & Beverage,"Develops, distributes and markets nutrition bars and other functional foods. Perfect Bar's signature product is its refrigerated nutrition bar which was the first of its kind in 2005.",2013,50,CA,San Diego,San Diego,7169922.76,2586375.67,4583547.09
889,Linkedallianz,Health,"Develops and operates coordinated programs that guide patients through the health care process, lowering medical costs without shifting them to employees.",2011,332,OH,Columbus,"Columbus, OH",9654969.39,16053005.52,-6398036.13
890,Sculptorjelly,Health,"A specialty pharmaceutical consulting firm that offers clinical pharmacology, PK and populating PK consulting services to pharmaceutical and biotechnology companies.",2006,20,NC,Durham,"Durham, NC",14097268.72,5100629,8996639.72
891,Surroundoutrageous,IT Services,"An Oracle Platinum Partner that focuses on implementing niche services such as Oracle EBS, Hyperion and fusion middleware.",2012,150,PA,North Wales,Philadelphia,14651203.41,2786223.32,11864980.09
892,Hallsshotgun,Food & Beverage,"Offers community bars that feature patios and American food. It recently expanded into Virginia to offer TRIO Grill, an American chophouse featuring a patio, outdoor cigar bar and piano bar.",2010,400,VA,Falls Church,"Washington, DC",9779156.65,654145.15,9125011.5
893,Pricklemisfits,Manufacturing,"A Tier-One OEM supplier in the power sports industry, supplying thermoformed plastic parts for vehicles such as ATVs, motorcycles and snowmobiles. Core products include cab enclosures and components for UTVs.",2010,185,MN,Elk River,Minneapolis,10926661.26,4498930.16,6427731.1
894,Testingear,Construction,"A residential construction and remodeling firm that provides customer building, remodeling and community restorations in middle Tennessee.",2012,10,TN,Nashville,Nashville,13169079.92,5559113.11,7609966.81
895,Riddledinfant,IT Services,"An IT services company that provides placements, consulting and project management. It serves the BFSI, healthcare, hospitality, manufacturing, retail, technology, telecom, utilities, transportation and aerospace industries.",2010,50,NJ,South Plainfield,New York City,10245103.05,4810163.52,5434939.53
896,Motorearth,Engineering,"Provides professional and technical services in engineering design & analysis, reliability engineering & analysis, information technology, logistics, process improvement and program management.",2005,185,VA,Virginia Beach,"Virginia Beach-Norfolk-Newport News, VA-NC",11745960.28,4864870.5,6881089.78
897,Supernovafishing,Software,"Designs and develops suites of custom mobile apps to support businesses in the logistics, manufacturing and financial sectors.",2012,45,IL,Lisle,Chicago,7419674.74,2503125.34,4916549.4
898,Detritaldartford,Health,Builds Web-based services for connecting hospitals and health plans to patients and physicians.,2012,50,MA,Cambridge,Boston,10602555.56,7402655.65,3199899.92
899,Statuesquelook,Software,"A software/hardware engineering service, connected device and outsourcing company helping business clients achieve high-level performance at low cost and reducing their time to market.",2001,26,TX,Dallas,Dallas,9462522.04,1990994.52,7471527.51
900,Appliesoverrated,IT Services,"Delivers technology services to businesses ranging from small businesses to Fortune 1000 companies. Services include IT support outsourcing, data back-up and iPhone/Blackberry smart phone integration.",2013,15,FL,Boca Raton,Miami,15373463.18,4540555.88,10832907.3
901,Bumhercules,Government Services,Helps government and corporations comply with the Americans with Disabilities Act. Assists clients in creating inclusion programs that help them hire and retain people with varying disabilities. Also provides high-quality remote and in-person American Sign Language Interpreting services and transcription services.,2010,55,MD,Rockville,"Washington, DC",8481955.17,9383415.02,-901459.85
902,Cabinetswainson,Software,Specializes in designing and developing custom mobile applications for start-ups as well as established businesses.,2012,25,CO,Boulder,"Boulder, CO",10677038.69,3166827.38,7510211.3
903,Flaskssunny,Construction,"Builds projects in the tenant improvement, medical, institutional, retail/banking, industrial and technology fields.",2012,175,IL,Rolling Meadows,Chicago,10223652.76,252938.23,9970714.53
904,Canuvula,Advertising & Marketing,"Provides SEO services to its clients as well as providing step-by-step methodologies for visitors, including free and subscription interactive tools on a broad range of Internet marketing topics.",2012,38,CA,Moorpark,"Oxnard-Thousand Oaks-Ventura, CA",15309312.96,5535290.25,9774022.71
905,Glazetwang,IT Services,"An SAP consulting company that integrates technology, process and people to support public service entities such as educational institutions and non-profit organizations.",2014,50,TX,Haltom City,Dallas,12531403.26,1599872.33,10931530.93
906,Blendplacid,Government Services,Provides aerospace and engineering services to Department of Defense agencies.,2014,326,AL,Huntsville,"Huntsville, AL",12183324.85,4372827.63,7810497.22
907,Busylivid,Consumer Products & Services,Sells a comprehensive selection of auto parts online to the import automotive community.,2014,28,IL,Morton Grove,Chicago,8512346.88,3889057.11,4623289.76
908,Mesontrekking,Business Products & Services,"A print services provider that offers business cards, letterhead, statement processing and a market asset management system that streamlines budgets and order processing for marketing departments.",2011,20,AL,Birmingham,"Birmingham-Hoover, AL",9063931.65,6252354.34,2811577.31
909,Infectedduck,IT Services,Provides IT staffing and consulting services to companies ranging from Fortune 500 to emerging status.,2000,278,IL,Springfield,"Springfield, IL",12392873.01,5035528.99,7357344.02
910,Allowuntidy,Financial Services,"Provides personal, business and commercial banking services to its clients.",2014,640,FL,Weston,Miami,5149694.57,2730374.68,2419319.89
911,Moleculecircle,Retail,"Designs and manufactures bulk cause-related products that are sold at low wholesale prices and intended to be used for fundraising or awareness campaigns. Represented causes include autism, anti-bullying and animal adoption.",2013,16,FL,Tampa,Tampa,13765848.61,1216336,12549512.6
912,Fadalert,Software,"Develops and supports practice management software for dental offices. Its software product handles scheduling, insurance billing, patient billing, electronic health record, charting, imaging and electronic claims management.",2014,46,OR,Salem,"Salem, OR",13646255.49,4761188.3,8885067.19
913,Putmovement,Software,"An email service for small businesses to create, share and track email newsletters and promotions.",2013,40,NY,New York,New York City,13849148.83,1254362.31,12594786.51
914,Portlyroomy,Financial Services,"Offers customer relationship management services and automated marketing tools for more than 10,000 mortgage originators across the United States.",2010,40,MO,St. Louis,"St. Louis, MO-IL",9246550.37,6071889.63,3174660.74
915,Clerkhusky,Business Products & Services,A regional provider of snow and ice management services that uses technology and new equipment to ensure client site safety during winter weather conditions.,2013,324,MA,Attleboro Falls,"Providence-New Bedford-Fall River, RI-MA",5952950.22,6231008.9,-278058.68
916,Snobcarrot,Logistics & Transportation,Provides truck drivers and transportation-related staffing consulting services for clients and candidates.,2012,10,MA,Marlborough,Boston,14957784.58,7884577.4,7073207.19
917,Restrainthomerun,Consumer Products & Services,Sells and recycles late model autos and parts.,2000,35,FL,Jacksonville,"Jacksonville, FL",10439670.04,6929781.91,3509888.13
918,Poxhewn,Advertising & Marketing,"Provides experienced professionals for project-based consulting, interim leadership and contract staffing engagements in a variety of industries.",2010,40,MN,Minneapolis,Minneapolis,11632371.75,7832397.88,3799973.87
919,Nescafeshameless,Logistics & Transportation,Transports crude oil and provides logistics for monitoring tanker trucks. Gazelle Transportation monitors deliveries in real time to keep customers fully informed and to ensure that product arrives on time.,2013,439,CA,Bakersfield,"Bakersfield, CA",19841293.18,3004226.32,16837066.86
920,Gemsubmit,Business Products & Services,Provides clients with business analytics services to assist them in implementing the business intelligence and financial management systems of software providers.,2013,25,TN,Chattanooga,"Chattanooga, TN-GA",12889794.19,5392047.66,7497746.53
921,Rustyentertain,Construction,"Provides architectural railings for commercial and residential construction projects. Types of railings include handrails, modular systems and deck railings.",2012,23,TX,Carrollton,Dallas,11575424.92,2144544.64,9430880.27
922,Novelfollicle,Financial Services,"Offers mortgage banking services such as originations, loan servicing and correspondent lending from offices in more than 30 states.",2009,403,OK,Tulsa,"Tulsa, OK",11466729.22,5926667.28,5540061.94
923,Miaplacidusneuroma,Manufacturing,"Formulates and manufactures fast-set, spray applied 100% solids coatings, foams and elastomers.",2006,49,MO,St Louis,"St. Louis, MO-IL",8385790.94,11485442.2,-3099651.27
924,Yawningcricket,Financial Services,"Provides business automation for the financial services and brokerage industry. Its automation platform is deployed in mission critical applications at large brokerage, banking and insurance firms.",2012,21,NC,Davidson,Charlotte,16476900.28,7638721.84,8838178.44
925,Dinggleeful,Telecommunications,"An inbound call center that offers virtual telephone reception and customer service to clients worldwide, 24 hours a day.",2013,138,MN,Eden Prairie,Minneapolis,9886922.2,9151259.04,735663.16
926,Friendlego,Construction,"A general contractor with in-house architects, engineers, designers, project managers, and job superintendents.",2012,38,NJ,Westfield,New York City,11084260.33,5080281.53,6003978.79
927,Lambdafortunate,Health,"Offers bioanalytical lab services that support drug discovery, pre-clinical and clinical development and manufacturing for pharmaceutical companies.",2010,59,NC,Durham,"Durham, NC",11547653.05,7130366.41,4417286.64
928,Skyracket,Security,Provides security and surveillance services and systems to both government agencies and private-sector clients using the latest technology and cost controls.,2013,41,NY,Massapequa,New York City,15734955.78,2062853.4,13672102.38
929,Perfumedkink,Human Resources,Specializes in staff augmentation and recruiting services within the healthcare industry.,2010,1,TN,Brentwood,Nashville,9291246.96,5826995.97,3464250.98
